,Parameter_B,Stream_Flow,Stream_LCA,GREET1 sheet,Coproduct allocation method,GREET classification of coproduct,GREET row names_level1,values_level1,Unit,notes,Feedstock,Fuel,Combustion,Credits,,,,Year
892,Conversion: Input Supply Chains,Methanol synthesis catalyst,Alcohol Synthesis Catalyst,Catalyst,primary product,,     VOC,1612.3890427461713,g/ton,,,,,,,,,2022
893,Conversion: Input Supply Chains,Methanol synthesis catalyst,Alcohol Synthesis Catalyst,Catalyst,primary product,,     CO,6450.988641706657,g/ton,,,,,,,,,2022
894,Conversion: Input Supply Chains,Methanol synthesis catalyst,Alcohol Synthesis Catalyst,Catalyst,primary product,,     NOx,6969.630465955887,g/ton,,,,,,,,,2022
895,Conversion: Input Supply Chains,Methanol synthesis catalyst,Alcohol Synthesis Catalyst,Catalyst,primary product,,     PM10,7232.050657603853,g/ton,,,,,,,,,2022
896,Conversion: Input Supply Chains,Methanol synthesis catalyst,Alcohol Synthesis Catalyst,Catalyst,primary product,,     PM2.5,1022.3456944720041,g/ton,,,,,,,,,2022
897,Conversion: Input Supply Chains,Methanol synthesis catalyst,Alcohol Synthesis Catalyst,Catalyst,primary product,,     SOx,7992.107077500846,g/ton,,,,,,,,,2022
898,Conversion: Input Supply Chains,Methanol synthesis catalyst,Alcohol Synthesis Catalyst,Catalyst,primary product,,     BC,66.2813016877599,g/ton,,,,,,,,,2022
899,Conversion: Input Supply Chains,Methanol synthesis catalyst,Alcohol Synthesis Catalyst,Catalyst,primary product,,     OC,92.8039422369046,g/ton,,,,,,,,,2022
900,Conversion: Input Supply Chains,Methanol synthesis catalyst,Alcohol Synthesis Catalyst,Catalyst,primary product,,     CH4,12749.989283143646,g/ton,,,,,,,,,2022
901,Conversion: Input Supply Chains,Methanol synthesis catalyst,Alcohol Synthesis Catalyst,Catalyst,primary product,,     N2O,1183.6683313709045,g/ton,,,,,,,,,2022
902,Conversion: Input Supply Chains,Methanol synthesis catalyst,Alcohol Synthesis Catalyst,Catalyst,primary product,,     CO2,3061392.3974680468,g/ton,,,,,,,,,2022
903,Conversion: Input Supply Chains,Methanol synthesis catalyst,Alcohol Synthesis Catalyst,Catalyst,primary product,,Urban Emissions: grams/ton,0.0,,,,,,,,,,2022
904,Conversion: Input Supply Chains,Methanol synthesis catalyst,Alcohol Synthesis Catalyst,Catalyst,primary product,,     VOC,91.32633535769308,g/ton,,,,,,,,,2022
905,Conversion: Input Supply Chains,Methanol synthesis catalyst,Alcohol Synthesis Catalyst,Catalyst,primary product,,     CO,227.88267484655088,g/ton,,,,,,,,,2022
906,Conversion: Input Supply Chains,Methanol synthesis catalyst,Alcohol Synthesis Catalyst,Catalyst,primary product,,     NOx,392.00600971789277,g/ton,,,,,,,,,2022
907,Conversion: Input Supply Chains,Methanol synthesis catalyst,Alcohol Synthesis Catalyst,Catalyst,primary product,,     PM10,37.055892282325665,g/ton,,,,,,,,,2022
908,Conversion: Input Supply Chains,Methanol synthesis catalyst,Alcohol Synthesis Catalyst,Catalyst,primary product,,     PM2.5,30.787294630746032,g/ton,,,,,,,,,2022
909,Conversion: Input Supply Chains,Methanol synthesis catalyst,Alcohol Synthesis Catalyst,Catalyst,primary product,,     SOx,270.2236437159339,g/ton,,,,,,,,,2022
910,Conversion: Input Supply Chains,Methanol synthesis catalyst,Alcohol Synthesis Catalyst,Catalyst,primary product,,     BC,2.392625743295731,g/ton,,,,,,,,,2022
911,Conversion: Input Supply Chains,Methanol synthesis catalyst,Alcohol Synthesis Catalyst,Catalyst,primary product,,     OC,6.35702556134901,g/ton,,,,,,,,,2022
912,Conversion: Input Supply Chains,"Periodic Costs (Baghouses, Catalysts, etc.)",ZSM-5 Catalyst,Catalyst,primary product,,Energy Use: mmBtu/ton of product,0.0,,Consdiering ZSM-5 catalyst as surrogate,,,,,,,,2022
913,Conversion: Input Supply Chains,"Periodic Costs (Baghouses, Catalysts, etc.)",ZSM-5 Catalyst,Catalyst,primary product,,     Total Energy,100.52683197025023,mmBtu/ton,,,,,,,,,2022
914,Conversion: Input Supply Chains,"Periodic Costs (Baghouses, Catalysts, etc.)",ZSM-5 Catalyst,Catalyst,primary product,,     Fossil Fuels,97.47003302699007,mmBtu/ton,,,,,,,,,2022
915,Conversion: Input Supply Chains,"Periodic Costs (Baghouses, Catalysts, etc.)",ZSM-5 Catalyst,Catalyst,primary product,,     Coal,10.540309238988016,mmBtu/ton,,,,,,,,,2022
916,Conversion: Input Supply Chains,"Periodic Costs (Baghouses, Catalysts, etc.)",ZSM-5 Catalyst,Catalyst,primary product,,     Natural Gas,83.02207399963602,mmBtu/ton,,,,,,,,,2022
917,Conversion: Input Supply Chains,"Periodic Costs (Baghouses, Catalysts, etc.)",ZSM-5 Catalyst,Catalyst,primary product,,     Petroleum,3.907649788366047,mmBtu/ton,,,,,,,,,2022
918,Conversion: Input Supply Chains,"Periodic Costs (Baghouses, Catalysts, etc.)",ZSM-5 Catalyst,Catalyst,primary product,,"Water consumption, gallons/ton",2993.185590279627,gallons/ton,,,,,,,,,2022
919,Conversion: Input Supply Chains,"Periodic Costs (Baghouses, Catalysts, etc.)",ZSM-5 Catalyst,Catalyst,primary product,,Total Emissions: grams/ton,0.0,,,,,,,,,,2022
920,Conversion: Input Supply Chains,"Periodic Costs (Baghouses, Catalysts, etc.)",ZSM-5 Catalyst,Catalyst,primary product,,     VOC,1420.778545031766,g/ton,,,,,,,,,2022
921,Conversion: Input Supply Chains,"Periodic Costs (Baghouses, Catalysts, etc.)",ZSM-5 Catalyst,Catalyst,primary product,,     CO,5018.724521758419,g/ton,,,,,,,,,2022
922,Conversion: Input Supply Chains,"Periodic Costs (Baghouses, Catalysts, etc.)",ZSM-5 Catalyst,Catalyst,primary product,,     NOx,6681.373327072791,g/ton,,,,,,,,,2022
923,Conversion: Input Supply Chains,"Periodic Costs (Baghouses, Catalysts, etc.)",ZSM-5 Catalyst,Catalyst,primary product,,     PM10,615.0899063023652,g/ton,,,,,,,,,2022
924,Conversion: Input Supply Chains,"Periodic Costs (Baghouses, Catalysts, etc.)",ZSM-5 Catalyst,Catalyst,primary product,,     PM2.5,482.117517008297,g/ton,,,,,,,,,2022
925,Conversion: Input Supply Chains,"Periodic Costs (Baghouses, Catalysts, etc.)",ZSM-5 Catalyst,Catalyst,primary product,,     SOx,4245.29134148178,g/ton,,,,,,,,,2022
926,Conversion: Input Supply Chains,"Periodic Costs (Baghouses, Catalysts, etc.)",ZSM-5 Catalyst,Catalyst,primary product,,     BC,56.42323628081495,g/ton,,,,,,,,,2022
927,Conversion: Input Supply Chains,"Periodic Costs (Baghouses, Catalysts, etc.)",ZSM-5 Catalyst,Catalyst,primary product,,     OC,144.20698810963955,g/ton,,,,,,,,,2022
928,Conversion: Input Supply Chains,"Periodic Costs (Baghouses, Catalysts, etc.)",ZSM-5 Catalyst,Catalyst,primary product,,     CH4,18321.701864827468,g/ton,,,,,,,,,2022
929,Conversion: Input Supply Chains,"Periodic Costs (Baghouses, Catalysts, etc.)",ZSM-5 Catalyst,Catalyst,primary product,,     N2O,140.14367759635743,g/ton,,,,,,,,,2022
930,Conversion: Input Supply Chains,"Periodic Costs (Baghouses, Catalysts, etc.)",ZSM-5 Catalyst,Catalyst,primary product,,     CO2,5771883.807017221,g/ton,,,,,,,,,2022
931,Conversion: Input Supply Chains,"Periodic Costs (Baghouses, Catalysts, etc.)",ZSM-5 Catalyst,Catalyst,primary product,,Urban Emissions: grams/ton,0.0,,,,,,,,,,2022
932,Conversion: Input Supply Chains,"Periodic Costs (Baghouses, Catalysts, etc.)",ZSM-5 Catalyst,Catalyst,primary product,,     VOC,112.69436118675554,g/ton,,,,,,,,,2022
933,Conversion: Input Supply Chains,"Periodic Costs (Baghouses, Catalysts, etc.)",ZSM-5 Catalyst,Catalyst,primary product,,     CO,308.64912687046615,g/ton,,,,,,,,,2022
934,Conversion: Input Supply Chains,"Periodic Costs (Baghouses, Catalysts, etc.)",ZSM-5 Catalyst,Catalyst,primary product,,     NOx,487.121184105216,g/ton,,,,,,,,,2022
935,Conversion: Input Supply Chains,"Periodic Costs (Baghouses, Catalysts, etc.)",ZSM-5 Catalyst,Catalyst,primary product,,     PM10,31.815955875186194,g/ton,,,,,,,,,2022
936,Conversion: Input Supply Chains,"Periodic Costs (Baghouses, Catalysts, etc.)",ZSM-5 Catalyst,Catalyst,primary product,,     PM2.5,27.48264097486274,g/ton,,,,,,,,,2022
937,Conversion: Input Supply Chains,"Periodic Costs (Baghouses, Catalysts, etc.)",ZSM-5 Catalyst,Catalyst,primary product,,     SOx,204.32339337517732,g/ton,,,,,,,,,2022
938,Conversion: Input Supply Chains,"Periodic Costs (Baghouses, Catalysts, etc.)",ZSM-5 Catalyst,Catalyst,primary product,,     BC,1.7641438887644934,g/ton,,,,,,,,,2022
939,Conversion: Input Supply Chains,"Periodic Costs (Baghouses, Catalysts, etc.)",ZSM-5 Catalyst,Catalyst,primary product,,     OC,7.416764724598078,g/ton,,,,,,,,,2022
940,Conversion: Input Supply Chains,Shift Catalyst,Mo/Co/Al2O3 catalyst,Pyrolysis_IDL,primary product,,Energy Use: mmBtu/ton of product,0.0,,using placeholder with Hydrotreating Catalyst (sulfided CoMo or NiMo),,,,,,,,2022
941,Conversion: Input Supply Chains,Shift Catalyst,Mo/Co/Al2O3 catalyst,Pyrolysis_IDL,primary product,,     Total Energy,114.48564637567081,mmBtu/ton,,,,,,,,,2022
942,Conversion: Input Supply Chains,Shift Catalyst,Mo/Co/Al2O3 catalyst,Pyrolysis_IDL,primary product,,     Fossil Fuels,109.05842516407077,mmBtu/ton,,,,,,,,,2022
943,Conversion: Input Supply Chains,Shift Catalyst,Mo/Co/Al2O3 catalyst,Pyrolysis_IDL,primary product,,     Coal,9.76180657431794,mmBtu/ton,,,,,,,,,2022
944,Conversion: Input Supply Chains,Shift Catalyst,Mo/Co/Al2O3 catalyst,Pyrolysis_IDL,primary product,,     Natural Gas,58.71984309888251,mmBtu/ton,,,,,,,,,2022
945,Conversion: Input Supply Chains,Shift Catalyst,Mo/Co/Al2O3 catalyst,Pyrolysis_IDL,primary product,,     Petroleum,40.57677549087032,mmBtu/ton,,,,,,,,,2022
946,Conversion: Input Supply Chains,Shift Catalyst,Mo/Co/Al2O3 catalyst,Pyrolysis_IDL,primary product,,"Water consumption, gallons/ton",8505.722841609153,gallons/ton,,,,,,,,,2022
947,Conversion: Input Supply Chains,Shift Catalyst,Mo/Co/Al2O3 catalyst,Pyrolysis_IDL,primary product,,Total Emissions: grams/ton,0.0,,,,,,,,,,2022
948,Conversion: Input Supply Chains,Shift Catalyst,Mo/Co/Al2O3 catalyst,Pyrolysis_IDL,primary product,,     VOC,1763.416236644014,g/ton,,,,,,,,,2022
949,Conversion: Input Supply Chains,Shift Catalyst,Mo/Co/Al2O3 catalyst,Pyrolysis_IDL,primary product,,     CO,9692.928531996933,g/ton,,,,,,,,,2022
950,Conversion: Input Supply Chains,Shift Catalyst,Mo/Co/Al2O3 catalyst,Pyrolysis_IDL,primary product,,     NOx,10019.177434096006,g/ton,,,,,,,,,2022
951,Conversion: Input Supply Chains,Shift Catalyst,Mo/Co/Al2O3 catalyst,Pyrolysis_IDL,primary product,,     PM10,3825.120639009468,g/ton,,,,,,,,,2022
952,Conversion: Input Supply Chains,Shift Catalyst,Mo/Co/Al2O3 catalyst,Pyrolysis_IDL,primary product,,     PM2.5,742.6969182197331,g/ton,,,,,,,,,2022
953,Conversion: Input Supply Chains,Shift Catalyst,Mo/Co/Al2O3 catalyst,Pyrolysis_IDL,primary product,,     SOx,6814.341934249806,g/ton,,,,,,,,,2022
954,Conversion: Input Supply Chains,Shift Catalyst,Mo/Co/Al2O3 catalyst,Pyrolysis_IDL,primary product,,     BC,55.50756883093089,g/ton,,,,,,,,,2022
955,Conversion: Input Supply Chains,Shift Catalyst,Mo/Co/Al2O3 catalyst,Pyrolysis_IDL,primary product,,     OC,118.74479605971175,g/ton,,,,,,,,,2022
956,Conversion: Input Supply Chains,Shift Catalyst,Mo/Co/Al2O3 catalyst,Pyrolysis_IDL,primary product,,     CH4,17299.784280845295,g/ton,,,,,,,,,2022
957,Conversion: Input Supply Chains,Shift Catalyst,Mo/Co/Al2O3 catalyst,Pyrolysis_IDL,primary product,,     N2O,474.37151577851716,g/ton,,,,,,,,,2022
958,Conversion: Input Supply Chains,Shift Catalyst,Mo/Co/Al2O3 catalyst,Pyrolysis_IDL,primary product,,     CO2,7866039.050514973,g/ton,,,,,,,,,2022
959,Conversion: Input Supply Chains,Shift Catalyst,Mo/Co/Al2O3 catalyst,Pyrolysis_IDL,primary product,,Urban Emissions: grams/ton,0.0,,,,,,,,,,2022
960,Conversion: Input Supply Chains,Shift Catalyst,Mo/Co/Al2O3 catalyst,Pyrolysis_IDL,primary product,,     VOC,142.0111698573662,g/ton,,,,,,,,,2022
961,Conversion: Input Supply Chains,Shift Catalyst,Mo/Co/Al2O3 catalyst,Pyrolysis_IDL,primary product,,     CO,330.9491143303392,g/ton,,,,,,,,,2022
962,Conversion: Input Supply Chains,Shift Catalyst,Mo/Co/Al2O3 catalyst,Pyrolysis_IDL,primary product,,     NOx,568.0055499191303,g/ton,,,,,,,,,2022
963,Conversion: Input Supply Chains,Shift Catalyst,Mo/Co/Al2O3 catalyst,Pyrolysis_IDL,primary product,,     PM10,54.917973162476585,g/ton,,,,,,,,,2022
964,Conversion: Input Supply Chains,Shift Catalyst,Mo/Co/Al2O3 catalyst,Pyrolysis_IDL,primary product,,     PM2.5,46.171375184553895,g/ton,,,,,,,,,2022
965,Conversion: Input Supply Chains,Shift Catalyst,Mo/Co/Al2O3 catalyst,Pyrolysis_IDL,primary product,,     SOx,376.08127051305235,g/ton,,,,,,,,,2022
966,Conversion: Input Supply Chains,Shift Catalyst,Mo/Co/Al2O3 catalyst,Pyrolysis_IDL,primary product,,     BC,3.601364005832982,g/ton,,,,,,,,,2022
967,Conversion: Input Supply Chains,Shift Catalyst,Mo/Co/Al2O3 catalyst,Pyrolysis_IDL,primary product,,     OC,10.331843375799705,g/ton,,,,,,,,,2022
968,Conversion: Input Supply Chains,Sorbitol,Sorbitol,Enzymes_Yeast,primary product,,Energy Use: mmBtu per ton,0.0,,,,,,,,,,2022
969,Conversion: Input Supply Chains,Sorbitol,Sorbitol,Enzymes_Yeast,primary product,,     Total energy,38.94819266215254,mmBtu/ton,,,,,,,,,2022
970,Conversion: Input Supply Chains,Sorbitol,Sorbitol,Enzymes_Yeast,primary product,,     Fossil fuels,15.922914563867142,mmBtu/ton,,,,,,,,,2022
971,Conversion: Input Supply Chains,Sorbitol,Sorbitol,Enzymes_Yeast,primary product,,     Coal,1.4748737832539238,mmBtu/ton,,,,,,,,,2022
972,Conversion: Input Supply Chains,Sorbitol,Sorbitol,Enzymes_Yeast,primary product,,     Natural gas,13.329889575829558,mmBtu/ton,,,,,,,,,2022
973,Conversion: Input Supply Chains,Sorbitol,Sorbitol,Enzymes_Yeast,primary product,,     Petroleum,1.1181512047836606,mmBtu/ton,,,,,,,,,2022
974,Conversion: Input Supply Chains,Sorbitol,Sorbitol,Enzymes_Yeast,primary product,,Water consumption: gallons per ton,9503.619178120218,gallons/ton,,,,,,,,,2022
975,Conversion: Input Supply Chains,Sorbitol,Sorbitol,Enzymes_Yeast,primary product,,Total Emissions: grams per ton,0.0,,,,,,,,,,2022
976,Conversion: Input Supply Chains,Sorbitol,Sorbitol,Enzymes_Yeast,primary product,,     VOC,339.01391846480294,g/ton,,,,,,,,,2022
977,Conversion: Input Supply Chains,Sorbitol,Sorbitol,Enzymes_Yeast,primary product,,     CO,1039.0876874455457,g/ton,,,,,,,,,2022
978,Conversion: Input Supply Chains,Sorbitol,Sorbitol,Enzymes_Yeast,primary product,,     NOx,1838.178825643747,g/ton,,,,,,,,,2022
979,Conversion: Input Supply Chains,Sorbitol,Sorbitol,Enzymes_Yeast,primary product,,     PM10,118.98372091813208,g/ton,,,,,,,,,2022
980,Conversion: Input Supply Chains,Sorbitol,Sorbitol,Enzymes_Yeast,primary product,,     PM2.5,94.56871007859323,g/ton,,,,,,,,,2022
981,Conversion: Input Supply Chains,Sorbitol,Sorbitol,Enzymes_Yeast,primary product,,     SOx,543.7804288459724,g/ton,,,,,,,,,2022
982,Conversion: Input Supply Chains,Sorbitol,Sorbitol,Enzymes_Yeast,primary product,,     BC,15.06248559026118,g/ton,,,,,,,,,2022
983,Conversion: Input Supply Chains,Sorbitol,Sorbitol,Enzymes_Yeast,primary product,,     OC,24.637151852042173,g/ton,,,,,,,,,2022
984,Conversion: Input Supply Chains,Sorbitol,Sorbitol,Enzymes_Yeast,primary product,,     CH4,3368.8115488816034,g/ton,,,,,,,,,2022
985,Conversion: Input Supply Chains,Sorbitol,Sorbitol,Enzymes_Yeast,primary product,,     N2O,737.8376825039009,g/ton,,,,,,,,,2022
986,Conversion: Input Supply Chains,Sorbitol,Sorbitol,Enzymes_Yeast,primary product,,     CO2,1046506.0294009099,g/ton,,,,,,,,,2022
987,Conversion: Input Supply Chains,Sorbitol,Sorbitol,Enzymes_Yeast,primary product,,Urban Emissions: grams per ton,0.0,,,,,,,,,,2022
988,Conversion: Input Supply Chains,Sorbitol,Sorbitol,Enzymes_Yeast,primary product,,     VOC,12.1866874905918,g/ton,,,,,,,,,2022
989,Conversion: Input Supply Chains,Sorbitol,Sorbitol,Enzymes_Yeast,primary product,,     CO,57.1216518876947,g/ton,,,,,,,,,2022
990,Conversion: Input Supply Chains,Sorbitol,Sorbitol,Enzymes_Yeast,primary product,,     NOx,95.49442497796755,g/ton,,,,,,,,,2022
991,Conversion: Input Supply Chains,Sorbitol,Sorbitol,Enzymes_Yeast,primary product,,     PM10,7.438129199259014,g/ton,,,,,,,,,2022
992,Conversion: Input Supply Chains,Sorbitol,Sorbitol,Enzymes_Yeast,primary product,,     PM2.5,6.248552841675897,g/ton,,,,,,,,,2022
993,Conversion: Input Supply Chains,Sorbitol,Sorbitol,Enzymes_Yeast,primary product,,     SOx,59.66358824665612,g/ton,,,,,,,,,2022
994,Conversion: Input Supply Chains,Sorbitol,Sorbitol,Enzymes_Yeast,primary product,,     BC,0.38474312809250427,g/ton,,,,,,,,,2022
995,Conversion: Input Supply Chains,Sorbitol,Sorbitol,Enzymes_Yeast,primary product,,     OC,1.568899178138885,g/ton,,,,,,,,,2022
996,Conversion: Input Supply Chains,Step 1 Catalyst,Shift catalyst,Catalyst,primary product,,"Energy: Btu/g of material throughput, except as noted",0.0,,GREET uses ZSM5 as surrogate,,,,,,,,2022
997,Conversion: Input Supply Chains,Step 1 Catalyst,Shift catalyst,Catalyst,primary product,,    Total energy,110.8118639322022,Btu/g,,,,,,,,,2022
998,Conversion: Input Supply Chains,Step 1 Catalyst,Shift catalyst,Catalyst,primary product,,    Fossil fuels,107.44231988182482,Btu/g,,,,,,,,,2022
999,Conversion: Input Supply Chains,Step 1 Catalyst,Shift catalyst,Catalyst,primary product,,    Coal,11.618702094777317,Btu/g,,,,,,,,,2022
1000,Conversion: Input Supply Chains,Step 1 Catalyst,Shift catalyst,Catalyst,primary product,,    Natural gas,91.51617122620033,Btu/g,,,,,,,,,2022
1001,Conversion: Input Supply Chains,Step 1 Catalyst,Shift catalyst,Catalyst,primary product,,    Petroleum,4.307446560847184,Btu/g,,,,,,,,,2022
1002,Conversion: Input Supply Chains,Step 1 Catalyst,Shift catalyst,Catalyst,primary product,,Water consumption (gal/g),0.0032994223318611234,gallons/g,,,,,,,,,2022
1003,Conversion: Input Supply Chains,Step 1 Catalyst,Shift catalyst,Catalyst,primary product,,"Total emissions: grams/g of material throughput, except as noted",0.0,,,,,,,,,,2022
1004,Conversion: Input Supply Chains,Step 1 Catalyst,Shift catalyst,Catalyst,primary product,,     VOC,0.0015661402605072106,g/g,,,,,,,,,2022
1005,Conversion: Input Supply Chains,Step 1 Catalyst,Shift catalyst,Catalyst,primary product,,     CO,0.005532196806747894,g/g,,,,,,,,,2022
1006,Conversion: Input Supply Chains,Step 1 Catalyst,Shift catalyst,Catalyst,primary product,,     NOx,0.007364953390940847,g/g,,,,,,,,,2022
1007,Conversion: Input Supply Chains,Step 1 Catalyst,Shift catalyst,Catalyst,primary product,,     PM10,0.0006780205609525191,g/g,,,,,,,,,2022
1008,Conversion: Input Supply Chains,Step 1 Catalyst,Shift catalyst,Catalyst,primary product,,     PM2.5,0.0005314435921930268,g/g,,,,,,,,,2022
1009,Conversion: Input Supply Chains,Step 1 Catalyst,Shift catalyst,Catalyst,primary product,,     SOx,0.004679632663884735,g/g,,,,,,,,,2022
1010,Conversion: Input Supply Chains,Step 1 Catalyst,Shift catalyst,Catalyst,primary product,,     BC,6.21959715513016e-05,g/g,,,,,,,,,2022
1011,Conversion: Input Supply Chains,Step 1 Catalyst,Shift catalyst,Catalyst,primary product,,     OC,0.0001589609941075944,g/g,,,,,,,,,2022
1012,Conversion: Input Supply Chains,Step 1 Catalyst,Shift catalyst,Catalyst,primary product,,     CH4,0.02019621920098377,g/g,,,,,,,,,2022
1013,Conversion: Input Supply Chains,Step 1 Catalyst,Shift catalyst,Catalyst,primary product,,     N2O,0.00015448196096900553,g/g,,,,,,,,,2022
1014,Conversion: Input Supply Chains,Step 1 Catalyst,Shift catalyst,Catalyst,primary product,,     CO2,6.3624128058164,g/g,,,,,,,,,2022
1015,Conversion: Input Supply Chains,Step 1 Catalyst,Shift catalyst,Catalyst,primary product,,"Urban emissions: grams/g of material throughput, except as noted",0.0,,,,,,,,,,2022
1016,Conversion: Input Supply Chains,Step 1 Catalyst,Shift catalyst,Catalyst,primary product,,     VOC,0.00012422426901355897,g/g,,,,,,,,,2022
1017,Conversion: Input Supply Chains,Step 1 Catalyst,Shift catalyst,Catalyst,primary product,,     CO,0.00034022742365625127,g/g,,,,,,,,,2022
1018,Conversion: Input Supply Chains,Step 1 Catalyst,Shift catalyst,Catalyst,primary product,,     NOx,0.0005369591910300607,g/g,,,,,,,,,2022
1019,Conversion: Input Supply Chains,Step 1 Catalyst,Shift catalyst,Catalyst,primary product,,     PM10,3.507108802908897e-05,g/g,,,,,,,,,2022
1020,Conversion: Input Supply Chains,Step 1 Catalyst,Shift catalyst,Catalyst,primary product,,     PM2.5,3.0294426000665246e-05,g/g,,,,,,,,,2022
1021,Conversion: Input Supply Chains,Step 1 Catalyst,Shift catalyst,Catalyst,primary product,,     SOx,0.0002252279876039111,g/g,,,,,,,,,2022
1022,Conversion: Input Supply Chains,Step 1 Catalyst,Shift catalyst,Catalyst,primary product,,     BC,1.944635762683236e-06,g/g,,,,,,,,,2022
1023,Conversion: Input Supply Chains,Step 1 Catalyst,Shift catalyst,Catalyst,primary product,,     OC,8.175583646389465e-06,g/g,,,,,,,,,2022
1024,Conversion: Input Supply Chains,Step 2 Catalyst,ZSM-5 Catalyst,Catalyst,primary product,,Energy Use: mmBtu/ton of product,0.0,,Using ZSM5 as surrogate,,,,,,,,2022
1025,Conversion: Input Supply Chains,Step 2 Catalyst,ZSM-5 Catalyst,Catalyst,primary product,,     Total Energy,100.52683197025023,mmBtu/ton,,,,,,,,,2022
1026,Conversion: Input Supply Chains,Step 2 Catalyst,ZSM-5 Catalyst,Catalyst,primary product,,     Fossil Fuels,97.47003302699007,mmBtu/ton,,,,,,,,,2022
1027,Conversion: Input Supply Chains,Step 2 Catalyst,ZSM-5 Catalyst,Catalyst,primary product,,     Coal,10.540309238988016,mmBtu/ton,,,,,,,,,2022
1028,Conversion: Input Supply Chains,Step 2 Catalyst,ZSM-5 Catalyst,Catalyst,primary product,,     Natural Gas,83.02207399963602,mmBtu/ton,,,,,,,,,2022
1029,Conversion: Input Supply Chains,Step 2 Catalyst,ZSM-5 Catalyst,Catalyst,primary product,,     Petroleum,3.907649788366047,mmBtu/ton,,,,,,,,,2022
1030,Conversion: Input Supply Chains,Step 2 Catalyst,ZSM-5 Catalyst,Catalyst,primary product,,"Water consumption, gallons/ton",2993.185590279627,gallons/ton,,,,,,,,,2022
1031,Conversion: Input Supply Chains,Step 2 Catalyst,ZSM-5 Catalyst,Catalyst,primary product,,Total Emissions: grams/ton,0.0,,,,,,,,,,2022
1032,Conversion: Input Supply Chains,Step 2 Catalyst,ZSM-5 Catalyst,Catalyst,primary product,,     VOC,1420.778545031766,g/ton,,,,,,,,,2022
1033,Conversion: Input Supply Chains,Step 2 Catalyst,ZSM-5 Catalyst,Catalyst,primary product,,     CO,5018.724521758419,g/ton,,,,,,,,,2022
1034,Conversion: Input Supply Chains,Step 2 Catalyst,ZSM-5 Catalyst,Catalyst,primary product,,     NOx,6681.373327072791,g/ton,,,,,,,,,2022
1035,Conversion: Input Supply Chains,Step 2 Catalyst,ZSM-5 Catalyst,Catalyst,primary product,,     PM10,615.0899063023652,g/ton,,,,,,,,,2022
1036,Conversion: Input Supply Chains,Step 2 Catalyst,ZSM-5 Catalyst,Catalyst,primary product,,     PM2.5,482.117517008297,g/ton,,,,,,,,,2022
1037,Conversion: Input Supply Chains,Step 2 Catalyst,ZSM-5 Catalyst,Catalyst,primary product,,     SOx,4245.29134148178,g/ton,,,,,,,,,2022
1038,Conversion: Input Supply Chains,Step 2 Catalyst,ZSM-5 Catalyst,Catalyst,primary product,,     BC,56.42323628081495,g/ton,,,,,,,,,2022
1039,Conversion: Input Supply Chains,Step 2 Catalyst,ZSM-5 Catalyst,Catalyst,primary product,,     OC,144.20698810963955,g/ton,,,,,,,,,2022
1040,Conversion: Input Supply Chains,Step 2 Catalyst,ZSM-5 Catalyst,Catalyst,primary product,,     CH4,18321.701864827468,g/ton,,,,,,,,,2022
1041,Conversion: Input Supply Chains,Step 2 Catalyst,ZSM-5 Catalyst,Catalyst,primary product,,     N2O,140.14367759635743,g/ton,,,,,,,,,2022
1042,Conversion: Input Supply Chains,Step 2 Catalyst,ZSM-5 Catalyst,Catalyst,primary product,,     CO2,5771883.807017221,g/ton,,,,,,,,,2022
1043,Conversion: Input Supply Chains,Step 2 Catalyst,ZSM-5 Catalyst,Catalyst,primary product,,Urban Emissions: grams/ton,0.0,,,,,,,,,,2022
1044,Conversion: Input Supply Chains,Step 2 Catalyst,ZSM-5 Catalyst,Catalyst,primary product,,     VOC,112.69436118675554,g/ton,,,,,,,,,2022
1045,Conversion: Input Supply Chains,Step 2 Catalyst,ZSM-5 Catalyst,Catalyst,primary product,,     CO,308.64912687046615,g/ton,,,,,,,,,2022
1046,Conversion: Input Supply Chains,Step 2 Catalyst,ZSM-5 Catalyst,Catalyst,primary product,,     NOx,487.121184105216,g/ton,,,,,,,,,2022
1047,Conversion: Input Supply Chains,Step 2 Catalyst,ZSM-5 Catalyst,Catalyst,primary product,,     PM10,31.815955875186194,g/ton,,,,,,,,,2022
1048,Conversion: Input Supply Chains,Step 2 Catalyst,ZSM-5 Catalyst,Catalyst,primary product,,     PM2.5,27.48264097486274,g/ton,,,,,,,,,2022
1049,Conversion: Input Supply Chains,Step 2 Catalyst,ZSM-5 Catalyst,Catalyst,primary product,,     SOx,204.32339337517732,g/ton,,,,,,,,,2022
1050,Conversion: Input Supply Chains,Step 2 Catalyst,ZSM-5 Catalyst,Catalyst,primary product,,     BC,1.7641438887644934,g/ton,,,,,,,,,2022
1051,Conversion: Input Supply Chains,Step 2 Catalyst,ZSM-5 Catalyst,Catalyst,primary product,,     OC,7.416764724598078,g/ton,,,,,,,,,2022
1052,Conversion: Input Supply Chains,Sulfuric Acid,Sulfuric Acid,Ag_Inputs,primary product,,Energy Use: mmBtu/ton,0.0,,,,,,,,,,2022
1053,Conversion: Input Supply Chains,Sulfuric Acid,Sulfuric Acid,Ag_Inputs,primary product,,     Total Energy,0.5180477765653373,mmBtu/ton,,,,,,,,,2022
