,Parameter_B,Stream_Flow,Stream_LCA,GREET1 sheet,Coproduct allocation method,GREET classification of coproduct,GREET row names_level1,values_level1,Unit,notes,Feedstock,Fuel,Combustion,Credits,,,,Year
3917,Fuel Use,High Octane Gasoline (HOG),High Octane Gasoline (HOG),HDV_WTW,transport product,,PM2.5: Urban,4.722202433981306e-05,g/MJ,,0.001213548941558173,0.011342981398793592,0.017366950097314194,,,,,2022
3918,Fuel Use,High Octane Gasoline (HOG),High Octane Gasoline (HOG),HDV_WTW,transport product,,SOx: Urban,7.295906233415096e-05,g/MJ,,0.010043857793045464,0.02193462960691243,0.014253945559629631,,,,,2022
3919,Fuel Use,High Octane Gasoline (HOG),High Octane Gasoline (HOG),HDV_WTW,transport product,,BC: Urban,5.9629663609409455e-06,g/MJ,,0.00012447763188103218,0.0014581544689967567,0.002195958710224718,,,,,2022
3920,Fuel Use,High Octane Gasoline (HOG),High Octane Gasoline (HOG),HDV_WTW,transport product,,OC: Urban,8.41632456972597e-06,g/MJ,,0.00036596571142133915,0.001862488116729138,0.003104772079467176,,,,,2022
3921,Fuel Use,Diesel Range,Diesel Range,HDV_WTW,transport product,,Energy demand,,,,,,,,,,,2022
3922,Fuel Use,Diesel Range,Diesel Range,HDV_WTW,transport product,,Total Energy ,55.08018746630918,btu/MJ,CIDI combination Short-Haul Trucks: Conventional and LS Diesel; assuming 62 miles (100 km) travel distance,1965.0073340628498,3446.3856189009744,29076.049483967403,,,,,2022
3923,Fuel Use,Diesel Range,Diesel Range,HDV_WTW,transport product,,Fossil Fuels,54.80438320753269,btu/MJ,,1845.997020104522,3392.7061883984184,29076.049483967403,,,,,2022
3924,Fuel Use,Diesel Range,Diesel Range,HDV_WTW,transport product,,Coal,0.45456884902421796,btu/MJ,,193.5887240171457,91.0311680980341,0.0,,,,,2022
3925,Fuel Use,Diesel Range,Diesel Range,HDV_WTW,transport product,,Natural Gas,5.758358656246694,btu/MJ,,1328.6563081344307,2276.8336479406908,0.0,,,,,2022
3926,Fuel Use,Diesel Range,Diesel Range,HDV_WTW,transport product,,Petroleum,48.591455702261776,btu/MJ,,323.75198795294557,1024.8413723596939,29076.049483967403,,,,,2022
3927,Fuel Use,Diesel Range,Diesel Range,HDV_WTW,transport product,,Water Consumption,0.0010768077577141605,gal/MJ,,0.5401453192506709,0.1340779771482972,0.0,,,,,2022
3928,Fuel Use,Diesel Range,Diesel Range,HDV_WTW,transport product,,Total emissions,,,,,,,,,,,2022
3929,Fuel Use,Diesel Range,Diesel Range,HDV_WTW,transport product,,CO2 (w/ C in VOC & CO),4.286254075964587,g/MJ,,161.37725995489407,223.3248004038371,2299.0567922288456,,,,,2022
3930,Fuel Use,Diesel Range,Diesel Range,HDV_WTW,transport product,,CH4,0.00522062313879159,g/MJ,,2.6936342392748025,0.5563137694974479,0.0188487812552824,,,,,2022
3931,Fuel Use,Diesel Range,Diesel Range,HDV_WTW,transport product,,N2O,1.5924184685659776e-05,g/MJ,,0.002625876331355577,0.004469768781959217,0.002874989119505713,,,,,2022
3932,Fuel Use,Diesel Range,Diesel Range,HDV_WTW,transport product,,GHGs,4.446175947919762,g/MJ,,242.36442452374325,241.1231976123359,2300.403357939878,,,,,2022
3933,Fuel Use,Diesel Range,Diesel Range,HDV_WTW,transport product,,VOC: Total,0.0005572012918890748,g/MJ,,0.10863634405337412,0.10947566474366405,0.13076929251592995,,,,,2022
3934,Fuel Use,Diesel Range,Diesel Range,HDV_WTW,transport product,,CO: Total,0.005722276031905436,g/MJ,,0.2234176637912494,0.13784222461236953,3.221637598633453,,,,,2022
3935,Fuel Use,Diesel Range,Diesel Range,HDV_WTW,transport product,,NOx: Total,0.004235779610232157,g/MJ,,0.35134022156661365,0.20333666624402616,2.0974783099682677,,,,,2022
3936,Fuel Use,Diesel Range,Diesel Range,HDV_WTW,transport product,,PM10: Total,0.00025359709426874894,g/MJ,,0.018124603747650632,0.021450268754788115,0.11921026591264205,,,,,2022
3937,Fuel Use,Diesel Range,Diesel Range,HDV_WTW,transport product,,PM2.5: Total,8.394787138021125e-05,g/MJ,,0.015162491882953799,0.01810330663359229,0.019296611219237994,,,,,2022
3938,Fuel Use,Diesel Range,Diesel Range,HDV_WTW,transport product,,SOx: Total,0.0002675049928707564,g/MJ,,0.08920158228955906,0.0624540127652612,0.015837717288477368,,,,,2022
3939,Fuel Use,Diesel Range,Diesel Range,HDV_WTW,transport product,,BC Total,1.1932840919311973e-05,g/MJ,,0.0026677382844963273,0.0023638356187043537,0.0024399541224719087,,,,,2022
3940,Fuel Use,Diesel Range,Diesel Range,HDV_WTW,transport product,,OC Total,1.9958901548168318e-05,g/MJ,,0.005477778231032286,0.003569372717336498,0.003449746754963529,,,,,2022
3941,Fuel Use,Diesel Range,Diesel Range,HDV_WTW,transport product,,Urban emissions,,,,,,,,,,,2022
3942,Fuel Use,Diesel Range,Diesel Range,HDV_WTW,transport product,,VOC: Urban,0.0003166468968673513,g/MJ,,0.019291752134426812,0.06127849282538775,0.11769236326433695,,,,,2022
3943,Fuel Use,Diesel Range,Diesel Range,HDV_WTW,transport product,,CO: Urban,0.004719506699616389,g/MJ,,0.009254438473124725,0.04630370650389934,2.8994738387701076,,,,,2022
3944,Fuel Use,Diesel Range,Diesel Range,HDV_WTW,transport product,,NOx: Urban,0.0031514758570405955,g/MJ,,0.01855095379998389,0.06695698943884985,1.8877304789714409,,,,,2022
3945,Fuel Use,Diesel Range,Diesel Range,HDV_WTW,transport product,,PM10: Urban,0.000194700507146162,g/MJ,,0.0014111878463457504,0.013207700627806587,0.10728923932137785,,,,,2022
3946,Fuel Use,Diesel Range,Diesel Range,HDV_WTW,transport product,,PM2.5: Urban,4.779104496267588e-05,g/MJ,,0.001213548941558173,0.011342981398793592,0.017366950097314194,,,,,2022
3947,Fuel Use,Diesel Range,Diesel Range,HDV_WTW,transport product,,SOx: Urban,7.383821166485561e-05,g/MJ,,0.010043857793045464,0.02193462960691243,0.014253945559629631,,,,,2022
3948,Fuel Use,Diesel Range,Diesel Range,HDV_WTW,transport product,,BC: Urban,6.034819503203463e-06,g/MJ,,0.00012447763188103218,0.0014581544689967567,0.002195958710224718,,,,,2022
3949,Fuel Use,Diesel Range,Diesel Range,HDV_WTW,transport product,,OC: Urban,8.517740430562826e-06,g/MJ,,0.00036596571142133915,0.001862488116729138,0.003104772079467176,,,,,2022
3950,Replaced Fuel,Petroleum Conventional Jet (well to wake),"Passenger Aircraft, Single Aisle (SA): Petroleum Conventional Jet",JetFuel_WTWa,primary product,,Total energy,1126917.878909108,J/MJ,,,,,,,,,2022
3951,Replaced Fuel,Petroleum Conventional Jet (well to wake),"Passenger Aircraft, Single Aisle (SA): Petroleum Conventional Jet",JetFuel_WTWa,primary product,,Fossi lfuels,1121789.3071040586,J/MJ,,,,,,,,,2022
3952,Replaced Fuel,Petroleum Conventional Jet (well to wake),"Passenger Aircraft, Single Aisle (SA): Petroleum Conventional Jet",JetFuel_WTWa,primary product,,Coal,8413.513968363079,J/MJ,,,,,,,,,2022
3953,Replaced Fuel,Petroleum Conventional Jet (well to wake),"Passenger Aircraft, Single Aisle (SA): Petroleum Conventional Jet",JetFuel_WTWa,primary product,,Natural gas,80332.82605310099,J/MJ,,,,,,,,,2022
3954,Replaced Fuel,Petroleum Conventional Jet (well to wake),"Passenger Aircraft, Single Aisle (SA): Petroleum Conventional Jet",JetFuel_WTWa,primary product,,Petroleum,1033042.9670825945,J/MJ,,,,,,,,,2022
3955,Replaced Fuel,Petroleum Conventional Jet (well to wake),"Passenger Aircraft, Single Aisle (SA): Petroleum Conventional Jet",JetFuel_WTWa,primary product,,Water consumption,0.019721544935919978,gal/MJ,,,,,,,,,2022
3956,Replaced Fuel,Petroleum Conventional Jet (well to wake),"Passenger Aircraft, Single Aisle (SA): Petroleum Conventional Jet",JetFuel_WTWa,primary product,,Total emissions,,,,,,,,,,,2022
3957,Replaced Fuel,Petroleum Conventional Jet (well to wake),"Passenger Aircraft, Single Aisle (SA): Petroleum Conventional Jet",JetFuel_WTWa,primary product,,VOC: Total,0.014994550764011192,g/MJ,,,,,,,,,2022
3958,Replaced Fuel,Petroleum Conventional Jet (well to wake),"Passenger Aircraft, Single Aisle (SA): Petroleum Conventional Jet",JetFuel_WTWa,primary product,,CO: Total,0.06987177338009139,g/MJ,,,,,,,,,2022
3959,Replaced Fuel,Petroleum Conventional Jet (well to wake),"Passenger Aircraft, Single Aisle (SA): Petroleum Conventional Jet",JetFuel_WTWa,primary product,,NOx: Total,0.24408437441199607,g/MJ,,,,,,,,,2022
3960,Replaced Fuel,Petroleum Conventional Jet (well to wake),"Passenger Aircraft, Single Aisle (SA): Petroleum Conventional Jet",JetFuel_WTWa,primary product,,PM10: Total,0.003679529266868891,g/MJ,,,,,,,,,2022
3961,Replaced Fuel,Petroleum Conventional Jet (well to wake),"Passenger Aircraft, Single Aisle (SA): Petroleum Conventional Jet",JetFuel_WTWa,primary product,,PM2.5: Total,0.0035222787593323633,g/MJ,,,,,,,,,2022
3962,Replaced Fuel,Petroleum Conventional Jet (well to wake),"Passenger Aircraft, Single Aisle (SA): Petroleum Conventional Jet",JetFuel_WTWa,primary product,,SOx: Total,0.03646743363808588,g/MJ,,,,,,,,,2022
3963,Replaced Fuel,Petroleum Conventional Jet (well to wake),"Passenger Aircraft, Single Aisle (SA): Petroleum Conventional Jet",JetFuel_WTWa,primary product,,"BC, Total",0.0009760109783618373,g/MJ,,,,,,,,,2022
3964,Replaced Fuel,Petroleum Conventional Jet (well to wake),"Passenger Aircraft, Single Aisle (SA): Petroleum Conventional Jet",JetFuel_WTWa,primary product,,"OC, Total",0.0010596248068528943,g/MJ,,,,,,,,,2022
3965,Replaced Fuel,Petroleum Conventional Jet (well to wake),"Passenger Aircraft, Single Aisle (SA): Petroleum Conventional Jet",JetFuel_WTWa,primary product,,CH4,0.09641972719439722,g/MJ,,,,,,,,,2022
3966,Replaced Fuel,Petroleum Conventional Jet (well to wake),"Passenger Aircraft, Single Aisle (SA): Petroleum Conventional Jet",JetFuel_WTWa,primary product,,N2O,0.0003148494404226008,g/MJ,,,,,,,,,2022
3967,Replaced Fuel,Petroleum Conventional Jet (well to wake),"Passenger Aircraft, Single Aisle (SA): Petroleum Conventional Jet",JetFuel_WTWa,primary product,,CO2,81.68125719812878,g/MJ,,,,,,,,,2022
3968,Replaced Fuel,Petroleum Conventional Jet (well to wake),"Passenger Aircraft, Single Aisle (SA): Petroleum Conventional Jet",JetFuel_WTWa,primary product,,CO2 (w/ C in VOC & CO),81.83778871570249,g/MJ,,,,,,,,,2022
3969,Replaced Fuel,Petroleum Conventional Jet (well to wake),"Passenger Aircraft, Single Aisle (SA): Petroleum Conventional Jet",JetFuel_WTWa,primary product,,GHGs,84.79705048333089,g/MJ,,,,,,,,,2022
3970,Replaced Fuel,Petroleum Conventional Jet (well to wake),"Passenger Aircraft, Single Aisle (SA): Petroleum Conventional Jet",JetFuel_WTWa,primary product,,Urban emissions,,,,,,,,,,,2022
3971,Replaced Fuel,Petroleum Conventional Jet (well to wake),"Passenger Aircraft, Single Aisle (SA): Petroleum Conventional Jet",JetFuel_WTWa,primary product,,VOC: Urban,0.004766956103459162,g/MJ,,,,,,,,,2022
3972,Replaced Fuel,Petroleum Conventional Jet (well to wake),"Passenger Aircraft, Single Aisle (SA): Petroleum Conventional Jet",JetFuel_WTWa,primary product,,CO: Urban,0.017816002865757588,g/MJ,,,,,,,,,2022
3973,Replaced Fuel,Petroleum Conventional Jet (well to wake),"Passenger Aircraft, Single Aisle (SA): Petroleum Conventional Jet",JetFuel_WTWa,primary product,,NOx: Urban,0.03171174985893121,g/MJ,,,,,,,,,2022
3974,Replaced Fuel,Petroleum Conventional Jet (well to wake),"Passenger Aircraft, Single Aisle (SA): Petroleum Conventional Jet",JetFuel_WTWa,primary product,,PM10: Urban,0.00035875550489732115,g/MJ,,,,,,,,,2022
3975,Replaced Fuel,Petroleum Conventional Jet (well to wake),"Passenger Aircraft, Single Aisle (SA): Petroleum Conventional Jet",JetFuel_WTWa,primary product,,PM2.5: Urban,0.000319324740856934,g/MJ,,,,,,,,,2022
3976,Replaced Fuel,Petroleum Conventional Jet (well to wake),"Passenger Aircraft, Single Aisle (SA): Petroleum Conventional Jet",JetFuel_WTWa,primary product,,SOx: Urban,0.0035786142330329167,g/MJ,,,,,,,,,2022
3977,Replaced Fuel,Petroleum Conventional Jet (well to wake),"Passenger Aircraft, Single Aisle (SA): Petroleum Conventional Jet",JetFuel_WTWa,primary product,,BC: Urban,5.670502376315421e-05,g/MJ,,,,,,,,,2022
3978,Replaced Fuel,Petroleum Conventional Jet (well to wake),"Passenger Aircraft, Single Aisle (SA): Petroleum Conventional Jet",JetFuel_WTWa,primary product,,OC: Urban,6.479501640473458e-05,g/MJ,,,,,,,,,2022
3979,Fuel Use,Naptha Range,Naptha Range,HDV_WTW,transport product,,Energy demand,,,,,,,,,,,2022
3980,Fuel Use,Naptha Range,Naptha Range,HDV_WTW,transport product,,Total Energy ,55.08018746630918,btu/MJ,CIDI combination Short-Haul Trucks: Conventional and LS Diesel; assuming 62 miles (100 km) travel distance,1965.0073340628498,3446.3856189009744,29076.049483967403,,,,,2022
3981,Fuel Use,Naptha Range,Naptha Range,HDV_WTW,transport product,,Fossil Fuels,54.80438320753269,btu/MJ,,1845.997020104522,3392.7061883984184,29076.049483967403,,,,,2022
3982,Fuel Use,Naptha Range,Naptha Range,HDV_WTW,transport product,,Coal,0.45456884902421796,btu/MJ,,193.5887240171457,91.0311680980341,0.0,,,,,2022
3983,Fuel Use,Naptha Range,Naptha Range,HDV_WTW,transport product,,Natural Gas,5.758358656246694,btu/MJ,,1328.6563081344307,2276.8336479406908,0.0,,,,,2022
3984,Fuel Use,Naptha Range,Naptha Range,HDV_WTW,transport product,,Petroleum,48.591455702261776,btu/MJ,,323.75198795294557,1024.8413723596939,29076.049483967403,,,,,2022
3985,Fuel Use,Naptha Range,Naptha Range,HDV_WTW,transport product,,Water Consumption,0.0010768077577141605,gal/MJ,,0.5401453192506709,0.1340779771482972,0.0,,,,,2022
3986,Fuel Use,Naptha Range,Naptha Range,HDV_WTW,transport product,,Total emissions,,,,,,,,,,,2022
3987,Fuel Use,Naptha Range,Naptha Range,HDV_WTW,transport product,,CO2 (w/ C in VOC & CO),4.286254075964587,g/MJ,,161.37725995489407,223.3248004038371,2299.0567922288456,,,,,2022
3988,Fuel Use,Naptha Range,Naptha Range,HDV_WTW,transport product,,CH4,0.00522062313879159,g/MJ,,2.6936342392748025,0.5563137694974479,0.0188487812552824,,,,,2022
3989,Fuel Use,Naptha Range,Naptha Range,HDV_WTW,transport product,,N2O,1.5924184685659776e-05,g/MJ,,0.002625876331355577,0.004469768781959217,0.002874989119505713,,,,,2022
3990,Fuel Use,Naptha Range,Naptha Range,HDV_WTW,transport product,,GHGs,4.446175947919762,g/MJ,,242.36442452374325,241.1231976123359,2300.403357939878,,,,,2022
3991,Fuel Use,Naptha Range,Naptha Range,HDV_WTW,transport product,,VOC: Total,0.0005572012918890748,g/MJ,,0.10863634405337412,0.10947566474366405,0.13076929251592995,,,,,2022
3992,Fuel Use,Naptha Range,Naptha Range,HDV_WTW,transport product,,CO: Total,0.005722276031905436,g/MJ,,0.2234176637912494,0.13784222461236953,3.221637598633453,,,,,2022
3993,Fuel Use,Naptha Range,Naptha Range,HDV_WTW,transport product,,NOx: Total,0.004235779610232157,g/MJ,,0.35134022156661365,0.20333666624402616,2.0974783099682677,,,,,2022
3994,Fuel Use,Naptha Range,Naptha Range,HDV_WTW,transport product,,PM10: Total,0.00025359709426874894,g/MJ,,0.018124603747650632,0.021450268754788115,0.11921026591264205,,,,,2022
3995,Fuel Use,Naptha Range,Naptha Range,HDV_WTW,transport product,,PM2.5: Total,8.394787138021125e-05,g/MJ,,0.015162491882953799,0.01810330663359229,0.019296611219237994,,,,,2022
3996,Fuel Use,Naptha Range,Naptha Range,HDV_WTW,transport product,,SOx: Total,0.0002675049928707564,g/MJ,,0.08920158228955906,0.0624540127652612,0.015837717288477368,,,,,2022
3997,Fuel Use,Naptha Range,Naptha Range,HDV_WTW,transport product,,BC Total,1.1932840919311973e-05,g/MJ,,0.0026677382844963273,0.0023638356187043537,0.0024399541224719087,,,,,2022
3998,Fuel Use,Naptha Range,Naptha Range,HDV_WTW,transport product,,OC Total,1.9958901548168318e-05,g/MJ,,0.005477778231032286,0.003569372717336498,0.003449746754963529,,,,,2022
3999,Fuel Use,Naptha Range,Naptha Range,HDV_WTW,transport product,,Urban emissions,,,,,,,,,,,2022
4000,Fuel Use,Naptha Range,Naptha Range,HDV_WTW,transport product,,VOC: Urban,0.0003166468968673513,g/MJ,,0.019291752134426812,0.06127849282538775,0.11769236326433695,,,,,2022
4001,Fuel Use,Naptha Range,Naptha Range,HDV_WTW,transport product,,CO: Urban,0.004719506699616389,g/MJ,,0.009254438473124725,0.04630370650389934,2.8994738387701076,,,,,2022
4002,Fuel Use,Naptha Range,Naptha Range,HDV_WTW,transport product,,NOx: Urban,0.0031514758570405955,g/MJ,,0.01855095379998389,0.06695698943884985,1.8877304789714409,,,,,2022
4003,Fuel Use,Naptha Range,Naptha Range,HDV_WTW,transport product,,PM10: Urban,0.000194700507146162,g/MJ,,0.0014111878463457504,0.013207700627806587,0.10728923932137785,,,,,2022
4004,Fuel Use,Naptha Range,Naptha Range,HDV_WTW,transport product,,PM2.5: Urban,4.779104496267588e-05,g/MJ,,0.001213548941558173,0.011342981398793592,0.017366950097314194,,,,,2022
4005,Fuel Use,Naptha Range,Naptha Range,HDV_WTW,transport product,,SOx: Urban,7.383821166485561e-05,g/MJ,,0.010043857793045464,0.02193462960691243,0.014253945559629631,,,,,2022
4006,Fuel Use,Naptha Range,Naptha Range,HDV_WTW,transport product,,BC: Urban,6.034819503203463e-06,g/MJ,,0.00012447763188103218,0.0014581544689967567,0.002195958710224718,,,,,2022
4007,Fuel Use,Naptha Range,Naptha Range,HDV_WTW,transport product,,OC: Urban,8.517740430562826e-06,g/MJ,,0.00036596571142133915,0.001862488116729138,0.003104772079467176,,,,,2022
4008,Fuel Use,Renewable Diesel,Renewable Diesel,HDV_WTW,transport product,,Energy demand,,,,,,,,,,,2022
4009,Fuel Use,Renewable Diesel,Renewable Diesel,HDV_WTW,transport product,,Total Energy ,54.066341262272836,btu/MJ,CIDI combination Short-Haul Trucks: Conventional and LS Diesel; assuming 62 miles (100 km) travel distance,1965.0073340628498,3446.3856189009744,29076.049483967403,,,,,2022
4010,Fuel Use,Renewable Diesel,Renewable Diesel,HDV_WTW,transport product,,Fossil Fuels,53.79561365834595,btu/MJ,,1845.997020104522,3392.7061883984184,29076.049483967403,,,,,2022
4011,Fuel Use,Renewable Diesel,Renewable Diesel,HDV_WTW,transport product,,Coal,0.44620172241742734,btu/MJ,,193.5887240171457,91.0311680980341,0.0,,,,,2022
4012,Fuel Use,Renewable Diesel,Renewable Diesel,HDV_WTW,transport product,,Natural Gas,5.652366096423138,btu/MJ,,1328.6563081344307,2276.8336479406908,0.0,,,,,2022
4013,Fuel Use,Renewable Diesel,Renewable Diesel,HDV_WTW,transport product,,Petroleum,47.697045839505385,btu/MJ,,323.75198795294557,1024.8413723596939,29076.049483967403,,,,,2022
4014,Fuel Use,Renewable Diesel,Renewable Diesel,HDV_WTW,transport product,,Water Consumption,0.0010569872467853778,gal/MJ,,0.5401453192506709,0.1340779771482972,0.0,,,,,2022
4015,Fuel Use,Renewable Diesel,Renewable Diesel,HDV_WTW,transport product,,Total emissions,,,,,,,,,,,2022
4016,Fuel Use,Renewable Diesel,Renewable Diesel,HDV_WTW,transport product,,CO2 (w/ C in VOC & CO),4.207358149419129,g/MJ,,161.37725995489407,223.3248004038371,2299.0567922288456,,,,,2022
4017,Fuel Use,Renewable Diesel,Renewable Diesel,HDV_WTW,transport product,,CH4,0.005124528532083767,g/MJ,,2.6936342392748025,0.5563137694974479,0.0188487812552824,,,,,2022
4018,Fuel Use,Renewable Diesel,Renewable Diesel,HDV_WTW,transport product,,N2O,1.563107249889017e-05,g/MJ,,0.002625876331355577,0.004469768781959217,0.002874989119505713,,,,,2022
4019,Fuel Use,Renewable Diesel,Renewable Diesel,HDV_WTW,transport product,,GHGs,4.364336382467422,g/MJ,,242.36442452374325,241.1231976123359,2300.403357939878,,,,,2022
4020,Fuel Use,Renewable Diesel,Renewable Diesel,HDV_WTW,transport product,,VOC: Total,0.0005469450374961241,g/MJ,,0.10863634405337412,0.10947566474366405,0.13076929251592995,,,,,2022
4021,Fuel Use,Renewable Diesel,Renewable Diesel,HDV_WTW,transport product,,CO: Total,0.005616947635248398,g/MJ,,0.2234176637912494,0.13784222461236953,3.221637598633453,,,,,2022
4022,Fuel Use,Renewable Diesel,Renewable Diesel,HDV_WTW,transport product,,NOx: Total,0.00415781275360889,g/MJ,,0.35134022156661365,0.20333666624402616,2.0974783099682677,,,,,2022
4023,Fuel Use,Renewable Diesel,Renewable Diesel,HDV_WTW,transport product,,PM10: Total,0.00024892920072651505,g/MJ,,0.018124603747650632,0.021450268754788115,0.11921026591264205,,,,,2022
4024,Fuel Use,Renewable Diesel,Renewable Diesel,HDV_WTW,transport product,,PM2.5: Total,8.24026654785825e-05,g/MJ,,0.015162491882953799,0.01810330663359229,0.019296611219237994,,,,,2022
4025,Fuel Use,Renewable Diesel,Renewable Diesel,HDV_WTW,transport product,,SOx: Total,0.00026258110037767667,g/MJ,,0.08920158228955906,0.0624540127652612,0.015837717288477368,,,,,2022
4026,Fuel Use,Renewable Diesel,Renewable Diesel,HDV_WTW,transport product,,BC Total,1.1713196324296497e-05,g/MJ,,0.0026677382844963273,0.0023638356187043537,0.0024399541224719087,,,,,2022
4027,Fuel Use,Renewable Diesel,Renewable Diesel,HDV_WTW,transport product,,OC Total,1.9591523412723105e-05,g/MJ,,0.005477778231032286,0.003569372717336498,0.003449746754963529,,,,,2022
4028,Fuel Use,Renewable Diesel,Renewable Diesel,HDV_WTW,transport product,,Urban emissions,,,,,,,,,,,2022
4029,Fuel Use,Renewable Diesel,Renewable Diesel,HDV_WTW,transport product,,VOC: Urban,0.00031081846255773287,g/MJ,,0.019291752134426812,0.06127849282538775,0.11769236326433695,,,,,2022
4030,Fuel Use,Renewable Diesel,Renewable Diesel,HDV_WTW,transport product,,CO: Urban,0.004632636008494343,g/MJ,,0.009254438473124725,0.04630370650389934,2.8994738387701076,,,,,2022
4031,Fuel Use,Renewable Diesel,Renewable Diesel,HDV_WTW,transport product,,NOx: Urban,0.0030934674881197906,g/MJ,,0.01855095379998389,0.06695698943884985,1.8877304789714409,,,,,2022
4032,Fuel Use,Renewable Diesel,Renewable Diesel,HDV_WTW,transport product,,PM10: Urban,0.000191116707250513,g/MJ,,0.0014111878463457504,0.013207700627806587,0.10728923932137785,,,,,2022
4033,Fuel Use,Renewable Diesel,Renewable Diesel,HDV_WTW,transport product,,PM2.5: Urban,4.691136804523663e-05,g/MJ,,0.001213548941558173,0.011342981398793592,0.017366950097314194,,,,,2022
4034,Fuel Use,Renewable Diesel,Renewable Diesel,HDV_WTW,transport product,,SOx: Urban,7.247909155192871e-05,g/MJ,,0.010043857793045464,0.02193462960691243,0.014253945559629631,,,,,2022
4035,Fuel Use,Renewable Diesel,Renewable Diesel,HDV_WTW,transport product,,BC: Urban,5.923738202888178e-06,g/MJ,,0.00012447763188103218,0.0014581544689967567,0.002195958710224718,,,,,2022
4036,Fuel Use,Renewable Diesel,Renewable Diesel,HDV_WTW,transport product,,OC: Urban,8.360956672196441e-06,g/MJ,,0.00036596571142133915,0.001862488116729138,0.003104772079467176,,,,,2022
4037,Fuel Use,Renewable Gasoline,Renewable Gasoline,HDV_WTW,transport product,,Energy demand,,,,,,,,,,,2022
4038,Fuel Use,Renewable Gasoline,Renewable Gasoline,HDV_WTW,transport product,,Total Energy ,54.424379195032465,btu/MJ,CIDI combination Short-Haul Trucks: Conventional and LS Diesel; assuming 62 miles (100 km) travel distance,1965.0073340628498,3446.3856189009744,29076.049483967403,,,,,2022
4039,Fuel Use,Renewable Gasoline,Renewable Gasoline,HDV_WTW,transport product,,Fossil Fuels,54.15185877973,btu/MJ,,1845.997020104522,3392.7061883984184,29076.049483967403,,,,,2022
4040,Fuel Use,Renewable Gasoline,Renewable Gasoline,HDV_WTW,transport product,,Coal,0.44915655787620473,btu/MJ,,193.5887240171457,91.0311680980341,0.0,,,,,2022
4041,Fuel Use,Renewable Gasoline,Renewable Gasoline,HDV_WTW,transport product,,Natural Gas,5.689797175077911,btu/MJ,,1328.6563081344307,2276.8336479406908,0.0,,,,,2022
4042,Fuel Use,Renewable Gasoline,Renewable Gasoline,HDV_WTW,transport product,,Petroleum,48.012905046775884,btu/MJ,,323.75198795294557,1024.8413723596939,29076.049483967403,,,,,2022
4043,Fuel Use,Renewable Gasoline,Renewable Gasoline,HDV_WTW,transport product,,Water Consumption,0.001063986823970683,gal/MJ,,0.5401453192506709,0.1340779771482972,0.0,,,,,2022
4044,Fuel Use,Renewable Gasoline,Renewable Gasoline,HDV_WTW,transport product,,Total emissions,,,,,,,,,,,2022
4045,Fuel Use,Renewable Gasoline,Renewable Gasoline,HDV_WTW,transport product,,CO2 (w/ C in VOC & CO),4.235220101588039,g/MJ,,161.37725995489407,223.3248004038371,2299.0567922288456,,,,,2022
4046,Fuel Use,Renewable Gasoline,Renewable Gasoline,HDV_WTW,transport product,,CH4,0.005158464166697817,g/MJ,,2.6936342392748025,0.5563137694974479,0.0188487812552824,,,,,2022
4047,Fuel Use,Renewable Gasoline,Renewable Gasoline,HDV_WTW,transport product,,N2O,1.5734584531582936e-05,g/MJ,,0.002625876331355577,0.004469768781959217,0.002874989119505713,,,,,2022
4048,Fuel Use,Renewable Gasoline,Renewable Gasoline,HDV_WTW,transport product,,GHGs,4.393237875332756,g/MJ,,242.36442452374325,241.1231976123359,2300.403357939878,,,,,2022
4049,Fuel Use,Renewable Gasoline,Renewable Gasoline,HDV_WTW,transport product,,VOC: Total,0.0005505670149776094,g/MJ,,0.10863634405337412,0.10947566474366405,0.13076929251592995,,,,,2022
4050,Fuel Use,Renewable Gasoline,Renewable Gasoline,HDV_WTW,transport product,,CO: Total,0.005654144165895585,g/MJ,,0.2234176637912494,0.13784222461236953,3.221637598633453,,,,,2022
4051,Fuel Use,Renewable Gasoline,Renewable Gasoline,HDV_WTW,transport product,,NOx: Total,0.0041853466064339295,g/MJ,,0.35134022156661365,0.20333666624402616,2.0974783099682677,,,,,2022
4052,Fuel Use,Renewable Gasoline,Renewable Gasoline,HDV_WTW,transport product,,PM10: Total,0.00025057765879397113,g/MJ,,0.018124603747650632,0.021450268754788115,0.11921026591264205,,,,,2022
4053,Fuel Use,Renewable Gasoline,Renewable Gasoline,HDV_WTW,transport product,,PM2.5: Total,8.294835211675756e-05,g/MJ,,0.015162491882953799,0.01810330663359229,0.019296611219237994,,,,,2022
4054,Fuel Use,Renewable Gasoline,Renewable Gasoline,HDV_WTW,transport product,,SOx: Total,0.00026431996400643447,g/MJ,,0.08920158228955906,0.0624540127652612,0.015837717288477368,,,,,2022
4055,Fuel Use,Renewable Gasoline,Renewable Gasoline,HDV_WTW,transport product,,BC Total,1.1790763411324174e-05,g/MJ,,0.0026677382844963273,0.0023638356187043537,0.0024399541224719087,,,,,2022
4056,Fuel Use,Renewable Gasoline,Renewable Gasoline,HDV_WTW,transport product,,OC Total,1.9721262329367684e-05,g/MJ,,0.005477778231032286,0.003569372717336498,0.003449746754963529,,,,,2022
4057,Fuel Use,Renewable Gasoline,Renewable Gasoline,HDV_WTW,transport product,,Urban emissions,,,,,,,,,,,2022
