,Item,Stream_Flow,Stream_LCA,GREET1 sheet,Coproduct allocation method,GREET classification of coproduct,GREET row names_level1,values_level1,Unit,notes,Feedstock,Fuel,Combustion,Year
734,Purchased Inputs,Hydropyrolysis Catalyst (makeup),Catalyst,Catalyst,primary product,,     Fossil Fuels,109.05842516407077,mmBtu/ton,,,,,2021
735,Purchased Inputs,Hydropyrolysis Catalyst (makeup),Catalyst,Catalyst,primary product,,     Coal,9.76180657431794,mmBtu/ton,,,,,2021
736,Purchased Inputs,Hydropyrolysis Catalyst (makeup),Catalyst,Catalyst,primary product,,     Natural Gas,58.71984309888251,mmBtu/ton,,,,,2021
737,Purchased Inputs,Hydropyrolysis Catalyst (makeup),Catalyst,Catalyst,primary product,,     Petroleum,40.57677549087032,mmBtu/ton,,,,,2021
738,Purchased Inputs,Hydropyrolysis Catalyst (makeup),Catalyst,Catalyst,primary product,,"Water consumption, gallons/ton",8505.722841609153,gallons/ton,,,,,2021
739,Purchased Inputs,Hydropyrolysis Catalyst (makeup),Catalyst,Catalyst,primary product,,Total Emissions: grams/ton,0.0,,,,,,2021
740,Purchased Inputs,Hydropyrolysis Catalyst (makeup),Catalyst,Catalyst,primary product,,     VOC,1763.416236644014,g/ton,,,,,2021
741,Purchased Inputs,Hydropyrolysis Catalyst (makeup),Catalyst,Catalyst,primary product,,     CO,9692.928531996933,g/ton,,,,,2021
742,Purchased Inputs,Hydropyrolysis Catalyst (makeup),Catalyst,Catalyst,primary product,,     NOx,10019.177434096006,g/ton,,,,,2021
743,Purchased Inputs,Hydropyrolysis Catalyst (makeup),Catalyst,Catalyst,primary product,,     PM10,3825.120639009468,g/ton,,,,,2021
744,Purchased Inputs,Hydropyrolysis Catalyst (makeup),Catalyst,Catalyst,primary product,,     PM2.5,742.6969182197331,g/ton,,,,,2021
745,Purchased Inputs,Hydropyrolysis Catalyst (makeup),Catalyst,Catalyst,primary product,,     SOx,6814.341934249806,g/ton,,,,,2021
746,Purchased Inputs,Hydropyrolysis Catalyst (makeup),Catalyst,Catalyst,primary product,,     BC,55.50756883093089,g/ton,,,,,2021
747,Purchased Inputs,Hydropyrolysis Catalyst (makeup),Catalyst,Catalyst,primary product,,     OC,118.74479605971175,g/ton,,,,,2021
748,Purchased Inputs,Hydropyrolysis Catalyst (makeup),Catalyst,Catalyst,primary product,,     CH4,17299.784280845295,g/ton,,,,,2021
749,Purchased Inputs,Hydropyrolysis Catalyst (makeup),Catalyst,Catalyst,primary product,,     N2O,474.37151577851716,g/ton,,,,,2021
750,Purchased Inputs,Hydropyrolysis Catalyst (makeup),Catalyst,Catalyst,primary product,,     CO2,7866039.050514973,g/ton,,,,,2021
751,Purchased Inputs,Hydropyrolysis Catalyst (makeup),Catalyst,Catalyst,primary product,,Urban Emissions: grams/ton,0.0,,,,,,2021
752,Purchased Inputs,Hydropyrolysis Catalyst (makeup),Catalyst,Catalyst,primary product,,     VOC,142.0111698573662,g/ton,,,,,2021
753,Purchased Inputs,Hydropyrolysis Catalyst (makeup),Catalyst,Catalyst,primary product,,     CO,330.9491143303392,g/ton,,,,,2021
754,Purchased Inputs,Hydropyrolysis Catalyst (makeup),Catalyst,Catalyst,primary product,,     NOx,568.0055499191303,g/ton,,,,,2021
755,Purchased Inputs,Hydropyrolysis Catalyst (makeup),Catalyst,Catalyst,primary product,,     PM10,54.917973162476585,g/ton,,,,,2021
756,Purchased Inputs,Hydropyrolysis Catalyst (makeup),Catalyst,Catalyst,primary product,,     PM2.5,46.171375184553895,g/ton,,,,,2021
757,Purchased Inputs,Hydropyrolysis Catalyst (makeup),Catalyst,Catalyst,primary product,,     SOx,376.08127051305235,g/ton,,,,,2021
758,Purchased Inputs,Hydropyrolysis Catalyst (makeup),Catalyst,Catalyst,primary product,,     BC,3.601364005832982,g/ton,,,,,2021
759,Purchased Inputs,Hydropyrolysis Catalyst (makeup),Catalyst,Catalyst,primary product,,     OC,10.331843375799705,g/ton,,,,,2021
760,Purchased Inputs,Hydrotreating Catalyst,Catalyst,Catalyst,primary product,,Energy Use: mmBtu/ton of product,0.0,,,,,,2021
761,Purchased Inputs,Hydrotreating Catalyst,Catalyst,Catalyst,primary product,,     Total Energy,79.40882359904266,mmBtu/ton,,,,,2021
762,Purchased Inputs,Hydrotreating Catalyst,Catalyst,Catalyst,primary product,,     Fossil Fuels,75.27164493042798,mmBtu/ton,,,,,2021
763,Purchased Inputs,Hydrotreating Catalyst,Catalyst,Catalyst,primary product,,     Coal,26.428988351319312,mmBtu/ton,,,,,2021
764,Purchased Inputs,Hydrotreating Catalyst,Catalyst,Catalyst,primary product,,     Natural Gas,45.392693999294345,mmBtu/ton,,,,,2021
765,Purchased Inputs,Hydrotreating Catalyst,Catalyst,Catalyst,primary product,,     Petroleum,3.4499625798143168,mmBtu/ton,,,,,2021
766,Purchased Inputs,Hydrotreating Catalyst,Catalyst,Catalyst,primary product,,"Water consumption, gallons/ton",10367.295689003726,gallons/ton,,,,,2021
767,Purchased Inputs,Hydrotreating Catalyst,Catalyst,Catalyst,primary product,,Total Emissions: grams/ton,0.0,,,,,,2021
768,Purchased Inputs,Hydrotreating Catalyst,Catalyst,Catalyst,primary product,,     VOC,862.6590654202031,g/ton,,,,,2021
769,Purchased Inputs,Hydrotreating Catalyst,Catalyst,Catalyst,primary product,,     CO,3511.914630432851,g/ton,,,,,2021
770,Purchased Inputs,Hydrotreating Catalyst,Catalyst,Catalyst,primary product,,     NOx,23681.08988330348,g/ton,,,,,2021
771,Purchased Inputs,Hydrotreating Catalyst,Catalyst,Catalyst,primary product,,     PM10,630.9079183106185,g/ton,,,,,2021
772,Purchased Inputs,Hydrotreating Catalyst,Catalyst,Catalyst,primary product,,     PM2.5,375.37614811129737,g/ton,,,,,2021
773,Purchased Inputs,Hydrotreating Catalyst,Catalyst,Catalyst,primary product,,     SOx,5570.35060416014,g/ton,,,,,2021
774,Purchased Inputs,Hydrotreating Catalyst,Catalyst,Catalyst,primary product,,     BC,37.41245220124045,g/ton,,,,,2021
775,Purchased Inputs,Hydrotreating Catalyst,Catalyst,Catalyst,primary product,,     OC,93.90840163831997,g/ton,,,,,2021
776,Purchased Inputs,Hydrotreating Catalyst,Catalyst,Catalyst,primary product,,     CH4,13608.32230440054,g/ton,,,,,2021
777,Purchased Inputs,Hydrotreating Catalyst,Catalyst,Catalyst,primary product,,     N2O,305.82935504224736,g/ton,,,,,2021
778,Purchased Inputs,Hydrotreating Catalyst,Catalyst,Catalyst,primary product,,     CO2,5800879.64741569,g/ton,,,,,2021
779,Purchased Inputs,Hydrotreating Catalyst,Catalyst,Catalyst,primary product,,Urban Emissions: grams/ton,0.0,,,,,,2021
780,Purchased Inputs,Hydrotreating Catalyst,Catalyst,Catalyst,primary product,,     VOC,46.990713690103725,g/ton,,,,,2021
781,Purchased Inputs,Hydrotreating Catalyst,Catalyst,Catalyst,primary product,,     CO,411.949654219134,g/ton,,,,,2021
782,Purchased Inputs,Hydrotreating Catalyst,Catalyst,Catalyst,primary product,,     NOx,849.9622120106538,g/ton,,,,,2021
783,Purchased Inputs,Hydrotreating Catalyst,Catalyst,Catalyst,primary product,,     PM10,79.70577163297297,g/ton,,,,,2021
784,Purchased Inputs,Hydrotreating Catalyst,Catalyst,Catalyst,primary product,,     PM2.5,63.47881877359307,g/ton,,,,,2021
785,Purchased Inputs,Hydrotreating Catalyst,Catalyst,Catalyst,primary product,,     SOx,893.0459114215573,g/ton,,,,,2021
786,Purchased Inputs,Hydrotreating Catalyst,Catalyst,Catalyst,primary product,,     BC,3.034075274625793,g/ton,,,,,2021
787,Purchased Inputs,Hydrotreating Catalyst,Catalyst,Catalyst,primary product,,     OC,8.795687478923275,g/ton,,,,,2021
788,Purchased Inputs,Hydrotreating Catalyst (sulfided CoMo or NiMo),Catalyst,Catalyst,primary product,,Energy Use: mmBtu/ton of product,0.0,,,,,,2021
789,Purchased Inputs,Hydrotreating Catalyst (sulfided CoMo or NiMo),Catalyst,Catalyst,primary product,,     Total Energy,114.48564637567081,mmBtu/ton,,,,,2021
790,Purchased Inputs,Hydrotreating Catalyst (sulfided CoMo or NiMo),Catalyst,Catalyst,primary product,,     Fossil Fuels,109.05842516407077,mmBtu/ton,,,,,2021
791,Purchased Inputs,Hydrotreating Catalyst (sulfided CoMo or NiMo),Catalyst,Catalyst,primary product,,     Coal,9.76180657431794,mmBtu/ton,,,,,2021
792,Purchased Inputs,Hydrotreating Catalyst (sulfided CoMo or NiMo),Catalyst,Catalyst,primary product,,     Natural Gas,58.71984309888251,mmBtu/ton,,,,,2021
793,Purchased Inputs,Hydrotreating Catalyst (sulfided CoMo or NiMo),Catalyst,Catalyst,primary product,,     Petroleum,40.57677549087032,mmBtu/ton,,,,,2021
794,Purchased Inputs,Hydrotreating Catalyst (sulfided CoMo or NiMo),Catalyst,Catalyst,primary product,,"Water consumption, gallons/ton",8505.722841609153,gallons/ton,,,,,2021
795,Purchased Inputs,Hydrotreating Catalyst (sulfided CoMo or NiMo),Catalyst,Catalyst,primary product,,Total Emissions: grams/ton,0.0,,,,,,2021
796,Purchased Inputs,Hydrotreating Catalyst (sulfided CoMo or NiMo),Catalyst,Catalyst,primary product,,     VOC,1763.416236644014,g/ton,,,,,2021
797,Purchased Inputs,Hydrotreating Catalyst (sulfided CoMo or NiMo),Catalyst,Catalyst,primary product,,     CO,9692.928531996933,g/ton,,,,,2021
798,Purchased Inputs,Hydrotreating Catalyst (sulfided CoMo or NiMo),Catalyst,Catalyst,primary product,,     NOx,10019.177434096006,g/ton,,,,,2021
799,Purchased Inputs,Hydrotreating Catalyst (sulfided CoMo or NiMo),Catalyst,Catalyst,primary product,,     PM10,3825.120639009468,g/ton,,,,,2021
800,Purchased Inputs,Hydrotreating Catalyst (sulfided CoMo or NiMo),Catalyst,Catalyst,primary product,,     PM2.5,742.6969182197331,g/ton,,,,,2021
801,Purchased Inputs,Hydrotreating Catalyst (sulfided CoMo or NiMo),Catalyst,Catalyst,primary product,,     SOx,6814.341934249806,g/ton,,,,,2021
802,Purchased Inputs,Hydrotreating Catalyst (sulfided CoMo or NiMo),Catalyst,Catalyst,primary product,,     BC,55.50756883093089,g/ton,,,,,2021
803,Purchased Inputs,Hydrotreating Catalyst (sulfided CoMo or NiMo),Catalyst,Catalyst,primary product,,     OC,118.74479605971175,g/ton,,,,,2021
804,Purchased Inputs,Hydrotreating Catalyst (sulfided CoMo or NiMo),Catalyst,Catalyst,primary product,,     CH4,17299.784280845295,g/ton,,,,,2021
805,Purchased Inputs,Hydrotreating Catalyst (sulfided CoMo or NiMo),Catalyst,Catalyst,primary product,,     N2O,474.37151577851716,g/ton,,,,,2021
806,Purchased Inputs,Hydrotreating Catalyst (sulfided CoMo or NiMo),Catalyst,Catalyst,primary product,,     CO2,7866039.050514973,g/ton,,,,,2021
807,Purchased Inputs,Hydrotreating Catalyst (sulfided CoMo or NiMo),Catalyst,Catalyst,primary product,,Urban Emissions: grams/ton,0.0,,,,,,2021
808,Purchased Inputs,Hydrotreating Catalyst (sulfided CoMo or NiMo),Catalyst,Catalyst,primary product,,     VOC,142.0111698573662,g/ton,,,,,2021
809,Purchased Inputs,Hydrotreating Catalyst (sulfided CoMo or NiMo),Catalyst,Catalyst,primary product,,     CO,330.9491143303392,g/ton,,,,,2021
810,Purchased Inputs,Hydrotreating Catalyst (sulfided CoMo or NiMo),Catalyst,Catalyst,primary product,,     NOx,568.0055499191303,g/ton,,,,,2021
811,Purchased Inputs,Hydrotreating Catalyst (sulfided CoMo or NiMo),Catalyst,Catalyst,primary product,,     PM10,54.917973162476585,g/ton,,,,,2021
812,Purchased Inputs,Hydrotreating Catalyst (sulfided CoMo or NiMo),Catalyst,Catalyst,primary product,,     PM2.5,46.171375184553895,g/ton,,,,,2021
813,Purchased Inputs,Hydrotreating Catalyst (sulfided CoMo or NiMo),Catalyst,Catalyst,primary product,,     SOx,376.08127051305235,g/ton,,,,,2021
814,Purchased Inputs,Hydrotreating Catalyst (sulfided CoMo or NiMo),Catalyst,Catalyst,primary product,,     BC,3.601364005832982,g/ton,,,,,2021
815,Purchased Inputs,Hydrotreating Catalyst (sulfided CoMo or NiMo),Catalyst,Catalyst,primary product,,     OC,10.331843375799705,g/ton,,,,,2021
816,Purchased Inputs,Isobutene Catalyst,Butene,Chemicals,primary product,,Energy Use: mmBtu/ton of product,0.0,,Considering Butene as surrogate,,,,2021
817,Purchased Inputs,Isobutene Catalyst,Butene,Chemicals,primary product,,     Total Energy,53.665854511489435,mmBtu/ton,,,,,2021
818,Purchased Inputs,Isobutene Catalyst,Butene,Chemicals,primary product,,     Fossil Fuels,53.62356811004135,mmBtu/ton,,,,,2021
819,Purchased Inputs,Isobutene Catalyst,Butene,Chemicals,primary product,,     Coal,0.07065286622001198,mmBtu/ton,,,,,2021
820,Purchased Inputs,Isobutene Catalyst,Butene,Chemicals,primary product,,     Natural Gas,49.26962484498221,mmBtu/ton,,,,,2021
821,Purchased Inputs,Isobutene Catalyst,Butene,Chemicals,primary product,,     Petroleum,4.283290398839119,mmBtu/ton,,,,,2021
822,Purchased Inputs,Isobutene Catalyst,Butene,Chemicals,primary product,,"Water consumption, gallons/ton",1228.171644549149,gallons/ton,,,,,2021
823,Purchased Inputs,Isobutene Catalyst,Butene,Chemicals,primary product,,Total Emissions: grams/ton,0.0,,,,,,2021
824,Purchased Inputs,Isobutene Catalyst,Butene,Chemicals,primary product,,     VOC,700.3986281263773,g/ton,,,,,2021
825,Purchased Inputs,Isobutene Catalyst,Butene,Chemicals,primary product,,     CO,1104.5143759449038,g/ton,,,,,2021
826,Purchased Inputs,Isobutene Catalyst,Butene,Chemicals,primary product,,     NOx,1466.6528436083713,g/ton,,,,,2021
827,Purchased Inputs,Isobutene Catalyst,Butene,Chemicals,primary product,,     PM10,74.61055589174146,g/ton,,,,,2021
828,Purchased Inputs,Isobutene Catalyst,Butene,Chemicals,primary product,,     PM2.5,68.9463191309687,g/ton,,,,,2021
829,Purchased Inputs,Isobutene Catalyst,Butene,Chemicals,primary product,,     SOx,549.3320907831197,g/ton,,,,,2021
830,Purchased Inputs,Isobutene Catalyst,Butene,Chemicals,primary product,,     BC,7.113839854894961,g/ton,,,,,2021
831,Purchased Inputs,Isobutene Catalyst,Butene,Chemicals,primary product,,     OC,23.512458586685888,g/ton,,,,,2021
832,Purchased Inputs,Isobutene Catalyst,Butene,Chemicals,primary product,,     CH4,6966.418978450494,g/ton,,,,,2021
833,Purchased Inputs,Isobutene Catalyst,Butene,Chemicals,primary product,,     N2O,16.84965835237096,g/ton,,,,,2021
834,Purchased Inputs,Isobutene Catalyst,Butene,Chemicals,primary product,,     CO2,741140.977159458,g/ton,,,,,2021
835,Purchased Inputs,Isobutene Catalyst,Butene,Chemicals,primary product,,     CO2 (w/ C in VOC & CO),745059.5516650319,g/ton,,,,,2021
836,Purchased Inputs,Isobutene Catalyst,Butene,Chemicals,primary product,,     GHGs (grams/ton),957258.793953054,g/ton,,,,,2021
837,Purchased Inputs,Isobutene Catalyst,Butene,Chemicals,primary product,,Urban Emissions: grams/ton,0.0,,,,,,2021
838,Purchased Inputs,Isobutene Catalyst,Butene,Chemicals,primary product,,     VOC,244.70120929874798,g/ton,,,,,2021
839,Purchased Inputs,Isobutene Catalyst,Butene,Chemicals,primary product,,     CO,233.4582444974392,g/ton,,,,,2021
840,Purchased Inputs,Isobutene Catalyst,Butene,Chemicals,primary product,,     NOx,382.30975242717096,g/ton,,,,,2021
841,Purchased Inputs,Isobutene Catalyst,Butene,Chemicals,primary product,,     PM10,39.31749369029764,g/ton,,,,,2021
842,Purchased Inputs,Isobutene Catalyst,Butene,Chemicals,primary product,,     PM2.5,36.281375473361486,g/ton,,,,,2021
843,Purchased Inputs,Isobutene Catalyst,Butene,Chemicals,primary product,,     SOx,35.22717140450385,g/ton,,,,,2021
844,Purchased Inputs,Isobutene Catalyst,Butene,Chemicals,primary product,,     BC,2.5364889585885755,g/ton,,,,,2021
845,Purchased Inputs,Isobutene Catalyst,Butene,Chemicals,primary product,,     OC,11.446529414355819,g/ton,,,,,2021
846,Purchased Inputs,Magnesium oxide (MgO),Magnesium oxide (MgO),Catalyst,primary product,,Energy Use: mmBtu/ton of product,0.0,,,,,,2021
847,Purchased Inputs,Magnesium oxide (MgO),Magnesium oxide (MgO),Catalyst,primary product,,     Total Energy,8.697878128179031,mmBtu/ton,,,,,2021
848,Purchased Inputs,Magnesium oxide (MgO),Magnesium oxide (MgO),Catalyst,primary product,,     Fossil Fuels,8.6925992254193,mmBtu/ton,,,,,2021
849,Purchased Inputs,Magnesium oxide (MgO),Magnesium oxide (MgO),Catalyst,primary product,,     Coal,0.008958676584002567,mmBtu/ton,,,,,2021
850,Purchased Inputs,Magnesium oxide (MgO),Magnesium oxide (MgO),Catalyst,primary product,,     Natural Gas,8.606938757097215,mmBtu/ton,,,,,2021
851,Purchased Inputs,Magnesium oxide (MgO),Magnesium oxide (MgO),Catalyst,primary product,,     Petroleum,0.07670179173808325,mmBtu/ton,,,,,2021
852,Purchased Inputs,Magnesium oxide (MgO),Magnesium oxide (MgO),Catalyst,primary product,,"Water consumption, gallons/ton",28.40472057791839,gallons/ton,,,,,2021
853,Purchased Inputs,Magnesium oxide (MgO),Magnesium oxide (MgO),Catalyst,primary product,,Total Emissions: grams/ton,0.0,,,,,,2021
854,Purchased Inputs,Magnesium oxide (MgO),Magnesium oxide (MgO),Catalyst,primary product,,     VOC,106.6148967159367,g/ton,,,,,2021
855,Purchased Inputs,Magnesium oxide (MgO),Magnesium oxide (MgO),Catalyst,primary product,,     CO,467.0752544988491,g/ton,,,,,2021
856,Purchased Inputs,Magnesium oxide (MgO),Magnesium oxide (MgO),Catalyst,primary product,,     NOx,627.9679239515542,g/ton,,,,,2021
857,Purchased Inputs,Magnesium oxide (MgO),Magnesium oxide (MgO),Catalyst,primary product,,     PM10,30.833377615256676,g/ton,,,,,2021
858,Purchased Inputs,Magnesium oxide (MgO),Magnesium oxide (MgO),Catalyst,primary product,,     PM2.5,30.28479254138315,g/ton,,,,,2021
859,Purchased Inputs,Magnesium oxide (MgO),Magnesium oxide (MgO),Catalyst,primary product,,     SOx,89.36495431917251,g/ton,,,,,2021
860,Purchased Inputs,Magnesium oxide (MgO),Magnesium oxide (MgO),Catalyst,primary product,,     BC,5.104405002956786,g/ton,,,,,2021
861,Purchased Inputs,Magnesium oxide (MgO),Magnesium oxide (MgO),Catalyst,primary product,,     OC,12.896459027730831,g/ton,,,,,2021
862,Purchased Inputs,Magnesium oxide (MgO),Magnesium oxide (MgO),Catalyst,primary product,,     CH4,1743.2449344083543,g/ton,,,,,2021
863,Purchased Inputs,Magnesium oxide (MgO),Magnesium oxide (MgO),Catalyst,primary product,,     N2O,15.253348762008848,g/ton,,,,,2021
864,Purchased Inputs,Magnesium oxide (MgO),Magnesium oxide (MgO),Catalyst,primary product,,     CO2,516936.4592255381,g/ton,,,,,2021
865,Purchased Inputs,Magnesium oxide (MgO),Magnesium oxide (MgO),Catalyst,primary product,,Urban Emissions: grams/ton,0.0,,,,,,2021
866,Purchased Inputs,Magnesium oxide (MgO),Magnesium oxide (MgO),Catalyst,primary product,,     VOC,4.789998746865223,g/ton,,,,,2021
867,Purchased Inputs,Magnesium oxide (MgO),Magnesium oxide (MgO),Catalyst,primary product,,     CO,22.67083114200292,g/ton,,,,,2021
868,Purchased Inputs,Magnesium oxide (MgO),Magnesium oxide (MgO),Catalyst,primary product,,     NOx,26.915653358231523,g/ton,,,,,2021
869,Purchased Inputs,Magnesium oxide (MgO),Magnesium oxide (MgO),Catalyst,primary product,,     PM10,0.13305776546538106,g/ton,,,,,2021
870,Purchased Inputs,Magnesium oxide (MgO),Magnesium oxide (MgO),Catalyst,primary product,,     PM2.5,0.12120552662722515,g/ton,,,,,2021
871,Purchased Inputs,Magnesium oxide (MgO),Magnesium oxide (MgO),Catalyst,primary product,,     SOx,1.249685784864254,g/ton,,,,,2021
872,Purchased Inputs,Magnesium oxide (MgO),Magnesium oxide (MgO),Catalyst,primary product,,     BC,0.017985362915342945,g/ton,,,,,2021
873,Purchased Inputs,Magnesium oxide (MgO),Magnesium oxide (MgO),Catalyst,primary product,,     OC,0.03905214261538146,g/ton,,,,,2021
874,Coproducts,MEK,MEK,Pyrolysis_IDL,primary product,,    Total energy,41183.3418383255,Btu/kg,,,,,2021
875,Coproducts,MEK,MEK,Pyrolysis_IDL,primary product,,    Fossil fuels,40747.43773270661,Btu/kg,,,,,2021
876,Coproducts,MEK,MEK,Pyrolysis_IDL,primary product,,    Coal,732.8570884084488,Btu/kg,,,,,2021
877,Coproducts,MEK,MEK,Pyrolysis_IDL,primary product,,    Natural gas,10866.55959456494,Btu/kg,,,,,2021
878,Coproducts,MEK,MEK,Pyrolysis_IDL,primary product,,    Petroleum,29148.021049733223,Btu/kg,,,,,2021
879,Coproducts,MEK,MEK,Pyrolysis_IDL,primary product,,Water consumption: gallons/mmBtu of fuel throughput,40.62754012860077,gallons/kg,,,,,2021
880,Coproducts,MEK,MEK,Pyrolysis_IDL,primary product,,"Total emissions: grams/mmBtu of fuel throughput, except as noted",0.0,,,,,,2021
881,Coproducts,MEK,MEK,Pyrolysis_IDL,primary product,,     VOC,0.3203416352822301,g/kg,,,,,2021
882,Coproducts,MEK,MEK,Pyrolysis_IDL,primary product,,     CO,0.7768687657118856,g/kg,,,,,2021
883,Coproducts,MEK,MEK,Pyrolysis_IDL,primary product,,     NOx,1.114413364450319,g/kg,,,,,2021
884,Coproducts,MEK,MEK,Pyrolysis_IDL,primary product,,     PM10,0.08681746313242714,g/kg,,,,,2021
885,Coproducts,MEK,MEK,Pyrolysis_IDL,primary product,,     PM2.5,0.07471631985297883,g/kg,,,,,2021
886,Coproducts,MEK,MEK,Pyrolysis_IDL,primary product,,     SOx,0.3242798974684561,g/kg,,,,,2021
887,Coproducts,MEK,MEK,Pyrolysis_IDL,primary product,,     BC,0.00951804176488485,g/kg,,,,,2021
888,Coproducts,MEK,MEK,Pyrolysis_IDL,primary product,,     OC,0.02098755681887647,g/kg,,,,,2021
889,Coproducts,MEK,MEK,Pyrolysis_IDL,primary product,,     CH4,4.667504494406693,g/kg,,,,,2021
890,Coproducts,MEK,MEK,Pyrolysis_IDL,primary product,,     N2O,0.022511077977513616,g/kg,,,,,2021
891,Coproducts,MEK,MEK,Pyrolysis_IDL,primary product,,     CO2,925.6075307397757,g/kg,,,,,2021
892,Coproducts,MEK,MEK,Pyrolysis_IDL,primary product,,     VOC from bulk terminal,0.0,g/kg,,,,,2021
893,Coproducts,MEK,MEK,Pyrolysis_IDL,primary product,,     VOC from ref. Station,0.0,g/kg,,,,,2021
894,Coproducts,MEK,MEK,Pyrolysis_IDL,primary product,,Biogenic CH4,0.0,g/kg,,,,,2021
895,Coproducts,MEK,MEK,Pyrolysis_IDL,primary product,,"Urban emissions: grams/mmBtu of fuel throughput, except as noted",0.0,,,,,,2021
896,Coproducts,MEK,MEK,Pyrolysis_IDL,primary product,,     VOC,0.0720523319305275,g/kg,,,,,2021
897,Coproducts,MEK,MEK,Pyrolysis_IDL,primary product,,     CO,0.10944020455812278,g/kg,,,,,2021
898,Coproducts,MEK,MEK,Pyrolysis_IDL,primary product,,     NOx,0.14205467889604967,g/kg,,,,,2021
899,Coproducts,MEK,MEK,Pyrolysis_IDL,primary product,,     PM10,0.027281045776242095,g/kg,,,,,2021
900,Coproducts,MEK,MEK,Pyrolysis_IDL,primary product,,     PM2.5,0.023653260554976553,g/kg,,,,,2021
901,Coproducts,MEK,MEK,Pyrolysis_IDL,primary product,,     SOx,0.08874995033945908,g/kg,,,,,2021
902,Coproducts,MEK,MEK,Pyrolysis_IDL,primary product,,     BC,0.0018075891397554198,g/kg,,,,,2021
903,Coproducts,MEK,MEK,Pyrolysis_IDL,primary product,,     OC,0.002797326591467295,g/kg,,,,,2021
904,Purchased Inputs,Methanol synthesis catalyst,Alcohol Synthesis Catalyst,Catalyst,primary product,,Energy Use: mmBtu/ton of product,0.0,,GREET considers Alcohol Synthesis Catalyst,,,,2021
905,Purchased Inputs,Methanol synthesis catalyst,Alcohol Synthesis Catalyst,Catalyst,primary product,,     Total Energy,134.452363111804,mmBtu/ton,,,,,2021
906,Purchased Inputs,Methanol synthesis catalyst,Alcohol Synthesis Catalyst,Catalyst,primary product,,     Fossil Fuels,71.6215295488609,mmBtu/ton,,,,,2021
907,Purchased Inputs,Methanol synthesis catalyst,Alcohol Synthesis Catalyst,Catalyst,primary product,,     Coal,7.02108823236694,mmBtu/ton,,,,,2021
908,Purchased Inputs,Methanol synthesis catalyst,Alcohol Synthesis Catalyst,Catalyst,primary product,,     Natural Gas,38.978377623754525,mmBtu/ton,,,,,2021
909,Purchased Inputs,Methanol synthesis catalyst,Alcohol Synthesis Catalyst,Catalyst,primary product,,     Petroleum,25.622063692739424,mmBtu/ton,,,,,2021
910,Purchased Inputs,Methanol synthesis catalyst,Alcohol Synthesis Catalyst,Catalyst,primary product,,"Water consumption, gallons/ton",7451.180378632677,gallons/ton,,,,,2021
911,Purchased Inputs,Methanol synthesis catalyst,Alcohol Synthesis Catalyst,Catalyst,primary product,,Total Emissions: grams/ton,0.0,,,,,,2021
912,Purchased Inputs,Methanol synthesis catalyst,Alcohol Synthesis Catalyst,Catalyst,primary product,,     VOC,1612.3890427461713,g/ton,,,,,2021
913,Purchased Inputs,Methanol synthesis catalyst,Alcohol Synthesis Catalyst,Catalyst,primary product,,     CO,6450.988641706657,g/ton,,,,,2021
914,Purchased Inputs,Methanol synthesis catalyst,Alcohol Synthesis Catalyst,Catalyst,primary product,,     NOx,6969.630465955887,g/ton,,,,,2021
915,Purchased Inputs,Methanol synthesis catalyst,Alcohol Synthesis Catalyst,Catalyst,primary product,,     PM10,7232.050657603853,g/ton,,,,,2021
916,Purchased Inputs,Methanol synthesis catalyst,Alcohol Synthesis Catalyst,Catalyst,primary product,,     PM2.5,1022.3456944720041,g/ton,,,,,2021
917,Purchased Inputs,Methanol synthesis catalyst,Alcohol Synthesis Catalyst,Catalyst,primary product,,     SOx,7992.107077500846,g/ton,,,,,2021
918,Purchased Inputs,Methanol synthesis catalyst,Alcohol Synthesis Catalyst,Catalyst,primary product,,     BC,66.2813016877599,g/ton,,,,,2021
919,Purchased Inputs,Methanol synthesis catalyst,Alcohol Synthesis Catalyst,Catalyst,primary product,,     OC,92.8039422369046,g/ton,,,,,2021
920,Purchased Inputs,Methanol synthesis catalyst,Alcohol Synthesis Catalyst,Catalyst,primary product,,     CH4,12749.989283143646,g/ton,,,,,2021
921,Purchased Inputs,Methanol synthesis catalyst,Alcohol Synthesis Catalyst,Catalyst,primary product,,     N2O,1183.6683313709045,g/ton,,,,,2021
922,Purchased Inputs,Methanol synthesis catalyst,Alcohol Synthesis Catalyst,Catalyst,primary product,,     CO2,3061392.3974680468,g/ton,,,,,2021
923,Purchased Inputs,Methanol synthesis catalyst,Alcohol Synthesis Catalyst,Catalyst,primary product,,Urban Emissions: grams/ton,0.0,,,,,,2021
924,Purchased Inputs,Methanol synthesis catalyst,Alcohol Synthesis Catalyst,Catalyst,primary product,,     VOC,91.32633535769308,g/ton,,,,,2021
925,Purchased Inputs,Methanol synthesis catalyst,Alcohol Synthesis Catalyst,Catalyst,primary product,,     CO,227.88267484655088,g/ton,,,,,2021
926,Purchased Inputs,Methanol synthesis catalyst,Alcohol Synthesis Catalyst,Catalyst,primary product,,     NOx,392.00600971789277,g/ton,,,,,2021
927,Purchased Inputs,Methanol synthesis catalyst,Alcohol Synthesis Catalyst,Catalyst,primary product,,     PM10,37.055892282325665,g/ton,,,,,2021
